[09:17:16] A
[09:17:16] A
[09:17:16] A
[09:17:16] A
[09:17:16] A
[09:17:16] A
[09:17:16] A
[09:17:16] A
[09:17:16] A
[09:17:16] A
[09:17:16] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A + LeftShift
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:04] A x3
[09:37:05] A x3
[09:37:05] A x3
[09:37:05] A x3
[09:37:05] A x3
[09:37:05] A x3
[09:37:05] A x3
[09:37:05] A x3
[09:37:05] A x3
[09:37:05] A x3
[09:37:05] A x3
[09:37:05] A x3
[09:37:05] A x3
[09:37:05] A x3
[09:37:05] A x3
[09:37:05] A x3
[09:37:05] A x3
[09:37:05] A x3
[09:37:05] A x3
[09:37:05] A x3
[09:37:05] A x3
[09:37:05] A x3
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:06] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:07] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:08] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:09] Left Button
[09:37:45] Right Button
[09:37:45] Right Button
[09:37:45] Right Button
[09:37:45] Right Button
[09:37:45] Right Button
[09:37:45] Right Button
[09:37:45] Right Button
[09:37:45] Right Button
[09:37:45] Right Button
[09:37:45] Right Button
[09:37:45] Right Button
[09:37:45] Right Button
[09:37:45] Right Button
[09:37:45] Right Button
[09:37:45] Right Button
[09:37:45] Right Button
[09:37:45] Right Button
[09:37:45] Right Button
[09:37:45] Right Button
[09:37:46] Right Button
[09:37:46] Right Button
[09:37:46] Right Button
[09:37:46] Right Button
[09:37:46] Right Button + A
[09:37:46] Right Button + A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:46] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
[09:37:47] A
